cropped_image,category,name,description,matched_image,image_path,similarity_score,coordinates,Cropped Image,Matched Catalog Image
/static/segmented_outputs/Cable/R11_Cable_1.jpg,Cable,LC TO SC 62.5 by 125 Duplex Multimode Fiber Optic Cable-Purple Jacket,"Connector A: LC Male
Connector B: SC Male
Length: 1M,2M,3M,5M,10M
Color: Purple
Jacket Type: OM1",Cables/Cables_images\LC_TO_SC_62.5_by_125_Duplex_Multimode_Fiber_Optic_Cable-Purple_Jacket.jpg,/static/segmented_outputs/Cable/R11_Cable_1.jpg,0.8451271653175354,"Position: (342,257) to (458,369)
Size: 116×112 pixels
Confidence: 0.87","<img src=""/static/segmented_outputs/Cable/R11_Cable_1.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Cables/Cables_images\LC_TO_SC_62.5_by_125_Duplex_Multimode_Fiber_Optic_Cable-Purple_Jacket.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Cable/R11_Cable_6.jpg,Cable,High Speed Shielded RJ11 to RJ11 Modem Cable,"Length: 6FT,15FT,25FT,50FT,100FT",Cables/Cables_images\High_Speed_Shielded_RJ11_to_RJ11_Modem_Cable.jpg,/static/segmented_outputs/Cable/R11_Cable_6.jpg,0.8404733538627625,"Position: (282,207) to (338,281)
Size: 56×74 pixels
Confidence: 0.20","<img src=""/static/segmented_outputs/Cable/R11_Cable_6.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Cables/Cables_images\High_Speed_Shielded_RJ11_to_RJ11_Modem_Cable.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_0.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_0_0.jpg,0.68916255235672,"Position: (76,280) to (113,319)
Size: 37×39 pixels
Confidence: 0.32","<img src=""/static/segmented_outputs/Port/R11_Port_0_0.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_1.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_0_1.jpg,0.6975957751274109,"Position: (103,281) to (136,317)
Size: 33×36 pixels
Confidence: 0.28","<img src=""/static/segmented_outputs/Port/R11_Port_0_1.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_2.jpg,Port,PoE / PoE+ / PoE++,"Ethernet ports with Power over Ethernet support, delivering power and data simultaneously.",Ports/ports_1_images\PoE__PoE+__PoE++.jpg,/static/segmented_outputs/Port/R11_Port_0_2.jpg,0.6592690348625183,"Position: (374,250) to (420,296)
Size: 46×46 pixels
Confidence: 0.27","<img src=""/static/segmented_outputs/Port/R11_Port_0_2.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\PoE__PoE+__PoE++.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_3.jpg,Port,RJ-11 TELEPHONE,"Port used for telephone lines and DSL connections, supports analog voice signals.",Ports/ports_1_images\RJ-11_TELEPHONE.jpg,/static/segmented_outputs/Port/R11_Port_0_3.jpg,0.6704714894294739,"Position: (357,247) to (397,287)
Size: 40×40 pixels
Confidence: 0.26","<img src=""/static/segmented_outputs/Port/R11_Port_0_3.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\RJ-11_TELEPHONE.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_4.jpg,Port,PoE / PoE+ / PoE++,"Ethernet ports with Power over Ethernet support, delivering power and data simultaneously.",Ports/ports_1_images\PoE__PoE+__PoE++.jpg,/static/segmented_outputs/Port/R11_Port_0_4.jpg,0.7348610162734985,"Position: (91,282) to (124,318)
Size: 33×36 pixels
Confidence: 0.25","<img src=""/static/segmented_outputs/Port/R11_Port_0_4.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\PoE__PoE+__PoE++.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_5.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_0_5.jpg,0.7686080932617188,"Position: (160,281) to (196,316)
Size: 36×35 pixels
Confidence: 0.24","<img src=""/static/segmented_outputs/Port/R11_Port_0_5.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_6.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_0_6.jpg,0.7699833512306213,"Position: (138,279) to (175,319)
Size: 37×40 pixels
Confidence: 0.23","<img src=""/static/segmented_outputs/Port/R11_Port_0_6.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_7.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_0_7.jpg,0.6729920506477356,"Position: (313,240) to (348,274)
Size: 35×34 pixels
Confidence: 0.21","<img src=""/static/segmented_outputs/Port/R11_Port_0_7.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_8.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_0_8.jpg,0.6978535652160645,"Position: (115,281) to (149,317)
Size: 34×36 pixels
Confidence: 0.21","<img src=""/static/segmented_outputs/Port/R11_Port_0_8.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_0_9.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_0_9.jpg,0.6744654178619385,"Position: (325,251) to (361,285)
Size: 36×34 pixels
Confidence: 0.20","<img src=""/static/segmented_outputs/Port/R11_Port_0_9.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_1_0.jpg,Port,RJ-11 TELEPHONE,"Port used for telephone lines and DSL connections, supports analog voice signals.",Ports/ports_1_images\RJ-11_TELEPHONE.jpg,/static/segmented_outputs/Port/R11_Port_1_0.jpg,0.6704714894294739,"Position: (357,247) to (397,287)
Size: 40×40 pixels
Confidence: 0.23","<img src=""/static/segmented_outputs/Port/R11_Port_1_0.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\RJ-11_TELEPHONE.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_1_1.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_1_1.jpg,0.6876692771911621,"Position: (313,240) to (348,275)
Size: 35×35 pixels
Confidence: 0.22","<img src=""/static/segmented_outputs/Port/R11_Port_1_1.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_1_2.jpg,Port,PoE / PoE+ / PoE++,"Ethernet ports with Power over Ethernet support, delivering power and data simultaneously.",Ports/ports_1_images\PoE__PoE+__PoE++.jpg,/static/segmented_outputs/Port/R11_Port_1_2.jpg,0.6881475448608398,"Position: (373,250) to (419,292)
Size: 46×42 pixels
Confidence: 0.21","<img src=""/static/segmented_outputs/Port/R11_Port_1_2.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\PoE__PoE+__PoE++.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_1_3.jpg,Port,PoE / PoE+ / PoE++,"Ethernet ports with Power over Ethernet support, delivering power and data simultaneously.",Ports/ports_1_images\PoE__PoE+__PoE++.jpg,/static/segmented_outputs/Port/R11_Port_1_3.jpg,0.7254143953323364,"Position: (336,240) to (372,274)
Size: 36×34 pixels
Confidence: 0.20","<img src=""/static/segmented_outputs/Port/R11_Port_1_3.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\PoE__PoE+__PoE++.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_2_0.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_2_0.jpg,0.7666573524475098,"Position: (78,289) to (114,319)
Size: 36×30 pixels
Confidence: 0.24","<img src=""/static/segmented_outputs/Port/R11_Port_2_0.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_2_1.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_2_1.jpg,0.7687243819236755,"Position: (92,289) to (125,318)
Size: 33×29 pixels
Confidence: 0.24","<img src=""/static/segmented_outputs/Port/R11_Port_2_1.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_2_2.jpg,Port,PoE / PoE+ / PoE++,"Ethernet ports with Power over Ethernet support, delivering power and data simultaneously.",Ports/ports_1_images\PoE__PoE+__PoE++.jpg,/static/segmented_outputs/Port/R11_Port_2_2.jpg,0.6501493453979492,"Position: (366,289) to (407,317)
Size: 41×28 pixels
Confidence: 0.21","<img src=""/static/segmented_outputs/Port/R11_Port_2_2.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\PoE__PoE+__PoE++.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_0.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_3_0.jpg,0.7318078279495239,"Position: (136,278) to (174,317)
Size: 38×39 pixels
Confidence: 0.28","<img src=""/static/segmented_outputs/Port/R11_Port_3_0.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_1.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_3_1.jpg,0.7241858839988708,"Position: (77,281) to (113,319)
Size: 36×38 pixels
Confidence: 0.25","<img src=""/static/segmented_outputs/Port/R11_Port_3_1.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_10.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_3_10.jpg,0.6975330114364624,"Position: (113,281) to (149,318)
Size: 36×37 pixels
Confidence: 0.20","<img src=""/static/segmented_outputs/Port/R11_Port_3_10.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_2.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_3_2.jpg,0.8062418103218079,"Position: (159,279) to (196,318)
Size: 37×39 pixels
Confidence: 0.25","<img src=""/static/segmented_outputs/Port/R11_Port_3_2.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_3.jpg,Port,PoE / PoE+ / PoE++,"Ethernet ports with Power over Ethernet support, delivering power and data simultaneously.",Ports/ports_1_images\PoE__PoE+__PoE++.jpg,/static/segmented_outputs/Port/R11_Port_3_3.jpg,0.7061746120452881,"Position: (367,279) to (415,319)
Size: 48×40 pixels
Confidence: 0.24","<img src=""/static/segmented_outputs/Port/R11_Port_3_3.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\PoE__PoE+__PoE++.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_4.jpg,Port,RJ-11 TELEPHONE,"Port used for telephone lines and DSL connections, supports analog voice signals.",Ports/ports_1_images\RJ-11_TELEPHONE.jpg,/static/segmented_outputs/Port/R11_Port_3_4.jpg,0.6748296618461609,"Position: (358,264) to (398,286)
Size: 40×22 pixels
Confidence: 0.24","<img src=""/static/segmented_outputs/Port/R11_Port_3_4.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\RJ-11_TELEPHONE.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_5.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_3_5.jpg,0.7576363682746887,"Position: (219,279) to (254,316)
Size: 35×37 pixels
Confidence: 0.23","<img src=""/static/segmented_outputs/Port/R11_Port_3_5.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_6.jpg,Port,PoE / PoE+ / PoE++,"Ethernet ports with Power over Ethernet support, delivering power and data simultaneously.",Ports/ports_1_images\PoE__PoE+__PoE++.jpg,/static/segmented_outputs/Port/R11_Port_3_6.jpg,0.6232962012290955,"Position: (375,264) to (423,294)
Size: 48×30 pixels
Confidence: 0.22","<img src=""/static/segmented_outputs/Port/R11_Port_3_6.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\PoE__PoE+__PoE++.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_7.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_3_7.jpg,0.6725884675979614,"Position: (103,281) to (136,318)
Size: 33×37 pixels
Confidence: 0.22","<img src=""/static/segmented_outputs/Port/R11_Port_3_7.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_8.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_3_8.jpg,0.7310474514961243,"Position: (91,282) to (125,318)
Size: 34×36 pixels
Confidence: 0.21","<img src=""/static/segmented_outputs/Port/R11_Port_3_8.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Port/R11_Port_3_9.jpg,Port,Ethernet (RJ-45) port,"Networking port for wired LAN connections using twisted pair cables, supports up to 10 Gbps.",Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg,/static/segmented_outputs/Port/R11_Port_3_9.jpg,0.7104379534721375,"Position: (196,280) to (230,316)
Size: 34×36 pixels
Confidence: 0.20","<img src=""/static/segmented_outputs/Port/R11_Port_3_9.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Ports/ports_1_images\Ethernet_(RJ-45)_port.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Rack/R11_fuse_0.jpg,Rack,NRS1 800 Series,"*Conforms to DIN 41494 or Equivalent EIA / ISO / EN / CEA Standard.                                                                               *Adjustable mounting depth.                                                                                                                                                                            *4 No Adjustable, 19” verticals with Punched 10 mm Square Hole and Universal 12.7mm-15.875mm-15.875mm alternating hole pattern offers greater mounting flexibility, maximizes usable mounting space.                                                                                                                                                                                                                                     *Universal 44.45MM Pitch Holes For DIN Standard Racks.                                                                                                *State-of-the-art manufacturing methods provide the best product quality and fastest delivery in the industry.                                                                                                                                                                                                                                                                 *100% assured compatibility with all equipments conforming to DIN 41494.                                                                Available in :                                                                                                                                                                                                         NRS1-22U 800X800,NRS1-22U 800X1000,NRS1-24U 800X800,NRS1-24U 800X1000,NRS1-27U 800X800,NRS1-27U 800X1000,NRS1-30U 800X800,NRS1-30U 800X1000,NRS1-32U 800X800,NRS1-32U 800X1000,NRS1-34U 800X800,NRS1-34U 800X1000,NRS1-36U 800X800,NRS1-36U 800X1000,NRS1-38U 800X800,,NRS1-38U 800X1000,NRS1-40U 800X800,NRS1-40U 800X1000,NRS1-42U 800X800,NRS1-42U 800X1000 .                                  ",Rack/Rack_Images\NRS1_800_Series.jpg,/static/segmented_outputs/Rack/R11_fuse_0.jpg,0.8405381441116333,"Position: (0,123) to (491,654)
Size: 491×531 pixels
Confidence: 0.96","<img src=""/static/segmented_outputs/Rack/R11_fuse_0.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Rack/Rack_Images\NRS1_800_Series.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Switch/R11_Switch_2.jpg,Switch,S5736-S24S4XC,"24 x GE SFP ports, 4 x 10 GE SFP+ ports 
One extended slot 
1+1 power supply backup 
Forwarding performance: 240 Mpps 
Switching capacity: 448 Gbps/1.36 Tbps ",Switch\Switch_Images\S5736-S24S4XC.jpg,/static/segmented_outputs/Switch/R11_Switch_2.jpg,0.8823964595794678,"Position: (36,231) to (437,292)
Size: 401×61 pixels
Confidence: 0.49","<img src=""/static/segmented_outputs/Switch/R11_Switch_2.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Switch\Switch_Images\S5736-S24S4XC.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Switch/R11_Switch_3.jpg,Switch,XGS1930-52,"48 x 10/100/1000 Mbps Gigabit Ethernet Ports
4 x 10G SFP+ Ports (for high-speed fiber connections)",Switch\Switch_Images\XGS1930-52.jpg,/static/segmented_outputs/Switch/R11_Switch_3.jpg,0.9384588003158569,"Position: (25,289) to (440,359)
Size: 415×70 pixels
Confidence: 0.45","<img src=""/static/segmented_outputs/Switch/R11_Switch_3.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Switch\Switch_Images\XGS1930-52.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Switch/R11_Switch_4.jpg,Switch,CBS110-8T-D,RJ-45 ports:8 Gigabit Ethernet,Switch\Switch_Images\CBS110-8T-D.jpg,/static/segmented_outputs/Switch/R11_Switch_4.jpg,0.9294596910476685,"Position: (45,264) to (455,336)
Size: 410×72 pixels
Confidence: 0.35","<img src=""/static/segmented_outputs/Switch/R11_Switch_4.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Switch\Switch_Images\CBS110-8T-D.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
/static/segmented_outputs/Switch/R11_Switch_5.jpg,Switch,GS1900-8,"8 x 10/100/1000 Mbps (Gigabit) Ethernet Ports (RJ45) – 
These are standard copper Ethernet ports for connecting
 devices like computers, printers, or access points.",Switch\Switch_Images\GS1900-8.jpg,/static/segmented_outputs/Switch/R11_Switch_5.jpg,0.9065200686454773,"Position: (40,332) to (454,404)
Size: 414×72 pixels
Confidence: 0.31","<img src=""/static/segmented_outputs/Switch/R11_Switch_5.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>","<img src=""Switch\Switch_Images\GS1900-8.jpg"" width=""100"" onerror=""this.onerror=null; this.src='/static/images/image-not-found.svg'; this.alt='Image not found'""/>"
